id,year,team1,score1,score2,team2
1882,1994,san lorenzo,1,0,gimnasia y esgrima (lp)
1883,1994,estudiantes (lp),1,3,huracan
1884,1994,racing club,1,0,velez sarsfield
1885,1994,ferro carril oeste,3,2,gimnasia y tiro (salta)
1886,1994,newell's old boys,2,1,belgrano (cba)
1887,1994,independiente,2,1,platense
1888,1994,newell's old boys,1,0,boca juniors
1889,1994,argentinos juniors,2,3,rosario central
1890,1994,belgrano (cba),3,1,ferro carril oeste
1891,1994,gimnasia y tiro (salta),1,2,lanus
1892,1994,river plate,3,1,racing club
1893,1994,velez sarsfield,4,0,estudiantes (lp)
1894,1994,huracan,2,1,san lorenzo
1895,1994,gimnasia y esgrima (lp),1,0,dep espanol
1896,1994,banfield,2,0,depmandiyu (ctes)
1897,1994,boca juniors,2,2,argentinos juniors
1898,1994,estudiantes (lp),0,0,river plate
1899,1994,rosario central,2,0,banfield
1900,1994,platense,1,1,gimnasia y esgrima (lp)
1901,1994,san lorenzo,4,1,velez sarsfield
1902,1994,racing club,1,0,gimnasia y tiro (salta)
1903,1994,lanus,2,0,belgrano (cba)
1904,1994,ferro carril oeste,1,2,newell's old boys
1905,1994,depmandiyu (ctes),1,1,independiente
1906,1994,dep espanol,1,1,huracan
1907,1994,independiente,2,2,rosario central
1908,1994,belgrano (cba),0,0,racing club
1909,1994,ferro carril oeste,1,1,boca juniors
1910,1994,newell's old boys,1,2,lanus
1911,1994,gimnasia y tiro (salta),3,2,estudiantes (lp)
1912,1994,river plate,1,1,san lorenzo
1913,1994,velez sarsfield,1,1,dep espanol
1914,1994,huracan,1,1,platense
1915,1994,gimnasia y esgrima (lp),0,1,depmandiyu (ctes)
1916,1994,banfield,2,2,argentinos juniors
1917,1994,dep espanol,1,0,river plate
1918,1994,argentinos juniors,0,0,independiente
1919,1994,depmandiyu (ctes),2,3,huracan
1920,1994,rosario central,2,0,gimnasia y esgrima (lp)
1921,1994,platense,1,2,velez sarsfield
1922,1994,san lorenzo,2,0,gimnasia y tiro (salta)
1923,1994,boca juniors,1,0,banfield
1924,1994,estudiantes (lp),3,2,belgrano (cba)
1925,1994,racing club,2,0,newell's old boys
1926,1994,lanus,1,0,ferro carril oeste
1927,1994,ferro carril oeste,1,0,racing club
1928,1994,velez sarsfield,1,1,depmandiyu (ctes)
1929,1994,lanus,1,0,boca juniors
1930,1994,newell's old boys,1,0,estudiantes (lp)
1931,1994,gimnasia y tiro (salta),0,0,dep espanol
1932,1994,river plate,1,3,platense
1933,1994,huracan,1,0,rosario central
1934,1994,gimnasia y esgrima (lp),2,2,argentinos juniors
1935,1994,independiente,4,0,banfield
1936,1994,belgrano (cba),0,1,san lorenzo
1937,1994,san lorenzo,0,0,newell's old boys
1938,1994,argentinos juniors,2,2,huracan
1939,1994,boca juniors,1,1,independiente
1940,1994,banfield,4,1,gimnasia y esgrima (lp)
1941,1994,rosario central,3,1,velez sarsfield
1942,1994,depmandiyu (ctes),2,2,river plate
1943,1994,platense,4,1,gimnasia y tiro (salta)
1944,1994,dep espanol,0,0,belgrano (cba)
1945,1994,estudiantes (lp),0,0,ferro carril oeste
1946,1994,racing club,2,0,lanus
1947,1994,ferro carril oeste,0,0,san lorenzo
1948,1994,belgrano (cba),0,0,platense
1949,1994,racing club,0,3,boca juniors
1950,1994,lanus,3,3,estudiantes (lp)
1951,1994,newell's old boys,2,2,dep espanol
1952,1994,gimnasia y tiro (salta),1,0,depmandiyu (ctes)
1953,1994,river plate,1,0,rosario central
1954,1994,velez sarsfield,3,2,argentinos juniors
1955,1994,huracan,2,0,banfield
1956,1994,gimnasia y esgrima (lp),1,5,independiente
1957,1994,boca juniors,1,1,gimnasia y esgrima (lp)
1958,1994,argentinos juniors,0,0,river plate
1959,1994,rosario central,1,0,gimnasia y tiro (salta)
1960,1994,independiente,4,0,huracan
1961,1994,banfield,1,1,velez sarsfield
1962,1994,depmandiyu (ctes),2,1,belgrano (cba)
1963,1994,platense,0,2,newell's old boys
1964,1994,dep espanol,0,0,ferro carril oeste
1965,1994,san lorenzo,0,0,lanus
1966,1994,estudiantes (lp),4,1,racing club
1967,1995,lanus,1,1,river plate
1968,1995,gimnasia y esgrima (lp),0,0,san lorenzo
1969,1995,racing club,0,1,ferro carril oeste
1970,1995,argentinos juniors,0,2,independiente
1971,1995,rosario central,1,0,belgrano (cba)
1972,1995,velez sarsfield,2,0,gimnasia y esg (jujuy)
1973,1995,boca juniors,1,2,banfield
1974,1995,talleres (cordoba),2,2,newell's old boys
1975,1995,huracan,3,1,depmandiyu (ctes)
1976,1995,platense,1,1,dep espanol
1977,1995,san lorenzo,0,0,argentinos juniors
1978,1995,newell's old boys,0,0,boca juniors
1979,1995,platense,0,2,racing club
1980,1995,dep espanol,0,1,huracan
1981,1995,depmandiyu (ctes),2,2,talleres (cordoba)
1982,1995,banfield,0,1,velez sarsfield
1983,1995,gimnasia y esg (jujuy),1,0,lanus
1984,1995,river plate,1,0,rosario central
1985,1995,belgrano (cba),1,1,gimnasia y esgrima (lp)
1986,1995,independiente,1,1,ferro carril oeste
1987,1995,ferro carril oeste,1,1,san lorenzo
1988,1995,gimnasia y esgrima (lp),0,0,river plate
1989,1995,racing club,0,2,independiente
1990,1995,argentinos juniors,1,0,belgrano (cba)
1991,1995,rosario central,2,0,gimnasia y esg (jujuy)
1992,1995,lanus,1,0,banfield
1993,1995,velez sarsfield,2,0,newell's old boys
1994,1995,boca juniors,1,1,depmandiyu (ctes)
1995,1995,talleres (cordoba),1,1,dep espanol
1996,1995,huracan,3,0,platense
1997,1995,dep espanol,1,3,boca juniors
1998,1995,depmandiyu (ctes),1,2,velez sarsfield
1999,1995,racing club,1,0,huracan
2000,1995,platense,0,2,talleres (cordoba)
2001,1995,newell's old boys,3,1,lanus
2002,1995,banfield,0,0,rosario central
2003,1995,gimnasia y esg (jujuy),1,2,gimnasia y esgrima (lp)
2004,1995,river plate,3,2,argentinos juniors
2005,1995,belgrano (cba),0,1,ferro carril oeste
2006,1995,san lorenzo,2,1,independiente
2007,1995,independiente,3,1,belgrano (cba)
2008,1995,gimnasia y esgrima (lp),1,2,banfield
2009,1995,talleres (cordoba),2,2,huracan
2010,1995,lanus,1,0,depmandiyu (ctes)
2011,1995,san lorenzo,0,0,racing club
2012,1995,ferro carril oeste,0,1,river plate
2013,1995,argentinos juniors,1,0,gimnasia y esg (jujuy)
2014,1995,rosario central,0,0,newell's old boys
2015,1995,velez sarsfield,1,0,dep espanol
2016,1995,boca juniors,2,2,platense
2017,1995,racing club,1,0,talleres (cordoba)
2018,1995,belgrano (cba),1,1,san lorenzo
2019,1995,huracan,3,1,boca juniors
2020,1995,platense,0,0,velez sarsfield
2021,1995,dep espanol,0,1,lanus
2022,1995,depmandiyu (ctes),1,2,rosario central
2023,1995,newell's old boys,4,2,gimnasia y esgrima (lp)
2024,1995,gimnasia y esg (jujuy),3,2,ferro carril oeste
2025,1995,river plate,2,1,independiente
2026,1995,banfield,0,1,argentinos juniors
2027,1995,velez sarsfield,4,1,huracan
2028,1995,belgrano (cba),1,1,racing club
2029,1995,boca juniors,3,2,talleres (cordoba)
2030,1995,san lorenzo,3,3,river plate
2031,1995,independiente,4,0,gimnasia y esg (jujuy)
2032,1995,ferro carril oeste,1,4,banfield
2033,1995,argentinos juniors,0,0,newell's old boys
2034,1995,gimnasia y esgrima (lp),1,1,depmandiyu (ctes)
2035,1995,rosario central,0,1,dep espanol
2036,1995,lanus,0,1,platense
2037,1995,river plate,1,1,belgrano (cba)
2038,1995,talleres (cordoba),0,3,velez sarsfield
2039,1995,racing club,0,0,boca juniors
2040,1995,huracan,0,1,lanus
2041,1995,dep espanol,2,0,gimnasia y esgrima (lp)
2042,1995,depmandiyu (ctes),3,3,argentinos juniors
2043,1995,newell's old boys,2,1,ferro carril oeste
2044,1995,banfield,3,0,independiente
2045,1995,gimnasia y esg (jujuy),0,1,san lorenzo
2046,1995,platense,2,0,rosario central
2047,1995,san lorenzo,1,0,banfield
2048,1995,river plate,1,0,racing club
2049,1995,belgrano (cba),1,0,gimnasia y esg (jujuy)
2050,1995,independiente,1,1,newell's old boys
2051,1995,ferro carril oeste,0,0,depmandiyu (ctes)
2052,1995,argentinos juniors,2,1,dep espanol
2053,1995,gimnasia y esgrima (lp),2,0,platense
2054,1995,rosario central,0,0,huracan
2055,1995,lanus,1,1,talleres (cordoba)
2056,1995,velez sarsfield,1,1,boca juniors
2057,1995,gimnasia y esg (jujuy),1,2,river plate
2058,1995,racing club,1,0,velez sarsfield
2059,1995,dep espanol,0,2,ferro carril oeste
2060,1995,platense,0,1,argentinos juniors
2061,1995,banfield,1,2,belgrano (cba)
2062,1995,talleres (cordoba),1,0,rosario central
2063,1995,depmandiyu (ctes),1,2,independiente
2064,1995,huracan,1,1,gimnasia y esgrima (lp)
2065,1995,boca juniors,5,0,lanus
2066,1995,newell's old boys,2,0,san lorenzo
2067,1995,san lorenzo,2,1,depmandiyu (ctes)
2068,1995,gimnasia y esg (jujuy),0,1,racing club
2069,1995,river plate,0,0,banfield
2070,1995,belgrano (cba),0,2,newell's old boys
2071,1995,independiente,0,0,dep espanol
2072,1995,ferro carril oeste,0,4,platense
2073,1995,argentinos juniors,4,1,huracan
2074,1995,gimnasia y esgrima (lp),1,1,talleres (cordoba)
2075,1995,rosario central,2,1,boca juniors
2076,1995,lanus,0,0,velez sarsfield
2077,1995,velez sarsfield,1,3,rosario central
2078,1995,newell's old boys,0,1,river plate
2079,1995,boca juniors,3,0,gimnasia y esgrima (lp)
2080,1995,talleres (cordoba),1,2,argentinos juniors
2081,1995,huracan,1,0,ferro carril oeste
2082,1995,platense,3,2,independiente
2083,1995,dep espanol,1,3,san lorenzo
2084,1995,depmandiyu (ctes),0,4,belgrano (cba)
2085,1995,banfield,0,0,gimnasia y esg (jujuy)
2086,1995,racing club,1,3,lanus
2087,1995,banfield,1,0,racing club
2088,1995,rosario central,1,2,lanus
2089,1995,gimnasia y esg (jujuy),0,0,newell's old boys
2090,1995,river plate,2,2,depmandiyu (ctes)
2091,1995,belgrano (cba),3,2,dep espanol
2092,1995,san lorenzo,2,2,platense
2093,1995,independiente,2,1,huracan
2094,1995,argentinos juniors,0,0,boca juniors
2095,1995,gimnasia y esgrima (lp),3,1,velez sarsfield
2096,1995,ferro carril oeste,3,0,talleres (cordoba)
2097,1995,velez sarsfield,0,0,argentinos juniors
2098,1995,boca juniors,1,1,ferro carril oeste
2099,1995,newell's old boys,1,1,banfield
2100,1995,racing club,2,5,rosario central
2101,1995,lanus,0,0,gimnasia y esgrima (lp)
2102,1995,talleres (cordoba),1,2,independiente
2103,1995,huracan,1,2,san lorenzo
2104,1995,platense,1,1,belgrano (cba)
2105,1995,dep espanol,1,3,river plate
2106,1995,depmandiyu (ctes),3,0,gimnasia y esg (jujuy)
2107,1995,ferro carril oeste,1,6,velez sarsfield
2108,1995,newell's old boys,1,1,racing club
2109,1995,banfield,1,1,depmandiyu (ctes)
2110,1995,gimnasia y esg (jujuy),2,1,dep espanol
2111,1995,river plate,2,0,platense
2112,1995,belgrano (cba),1,1,huracan
2113,1995,san lorenzo,2,1,talleres (cordoba)
2114,1995,independiente,1,4,boca juniors
2115,1995,argentinos juniors,0,0,lanus
2116,1995,gimnasia y esgrima (lp),0,0,rosario central
2117,1995,racing club,1,1,gimnasia y esgrima (lp)
2118,1995,rosario central,1,4,argentinos juniors
2119,1995,lanus,3,2,ferro carril oeste
2120,1995,boca juniors,1,3,san lorenzo
2121,1995,talleres (cordoba),0,1,belgrano (cba)
2122,1995,huracan,0,2,river plate
2123,1995,platense,0,1,gimnasia y esg (jujuy)
2124,1995,dep espanol,1,1,banfield
2125,1995,depmandiyu (ctes),0,2,newell's old boys
2126,1995,velez sarsfield,1,0,independiente
2127,1995,depmandiyu (ctes),0,0,racing club
2128,1995,newell's old boys,0,1,dep espanol
2129,1995,gimnasia y esg (jujuy),1,0,huracan
2130,1995,river plate,2,1,talleres (cordoba)
2131,1995,belgrano (cba),3,0,boca juniors
2132,1995,san lorenzo,3,1,velez sarsfield
2133,1995,ferro carril oeste,1,1,rosario central
2134,1995,argentinos juniors,0,2,gimnasia y esgrima (lp)
2135,1995,independiente,3,3,lanus
2136,1995,banfield,2,0,platense
2137,1995,racing club,2,1,argentinos juniors
2138,1995,rosario central,1,1,independiente
2139,1995,gimnasia y esgrima (lp),0,0,ferro carril oeste
2140,1995,lanus,2,2,san lorenzo
2141,1995,velez sarsfield,1,1,belgrano (cba)
2142,1995,boca juniors,0,3,river plate
2143,1995,talleres (cordoba),0,0,gimnasia y esg (jujuy)
2144,1995,huracan,3,1,banfield
2145,1995,platense,1,1,newell's old boys
2146,1995,dep espanol,1,1,depmandiyu (ctes)
2147,1995,dep espanol,1,1,racing club
2148,1995,gimnasia y esg (jujuy),3,2,boca juniors
2149,1995,depmandiyu (ctes),0,2,platense
2150,1995,newell's old boys,1,0,huracan
2151,1995,banfield,1,0,talleres (cordoba)
2152,1995,river plate,1,1,velez sarsfield
2153,1995,belgrano (cba),3,0,lanus
2154,1995,san lorenzo,2,3,rosario central
2155,1995,independiente,1,3,gimnasia y esgrima (lp)
2156,1995,ferro carril oeste,3,2,argentinos juniors
2157,1995,banfield,0,2,boca juniors
2158,1995,depmandiyu (ctes),0,0,huracan
2159,1995,ferro carril oeste,1,0,racing club
2160,1995,independiente,3,0,argentinos juniors
2161,1995,san lorenzo,1,1,gimnasia y esgrima (lp)
2162,1995,river plate,2,3,lanus
2163,1995,gimnasia y esg (jujuy),0,2,velez sarsfield
2164,1995,newell's old boys,1,1,talleres (cordoba)
2165,1995,dep espanol,0,1,platense
2166,1995,belgrano (cba),1,3,rosario central
2167,1995,argentinos juniors,2,0,san lorenzo
2168,1995,rosario central,3,0,river plate
2169,1995,racing club,1,0,platense
2170,1995,huracan,1,1,dep espanol
2171,1995,talleres (cordoba),1,0,depmandiyu (ctes)
2172,1995,boca juniors,2,0,newell's old boys
2173,1995,velez sarsfield,2,0,banfield
2174,1995,gimnasia y esgrima (lp),4,0,belgrano (cba)
2175,1995,ferro carril oeste,0,2,independiente
2176,1995,lanus,3,0,gimnasia y esg (jujuy)
2177,1995,san lorenzo,2,0,ferro carril oeste
2178,1995,belgrano (cba),1,0,argentinos juniors
2179,1995,river plate,1,1,gimnasia y esgrima (lp)
2180,1995,gimnasia y esg (jujuy),1,1,rosario central
2181,1995,platense,0,0,huracan
2182,1995,independiente,0,0,racing club
2183,1995,banfield,1,0,lanus
2184,1995,newell's old boys,0,3,velez sarsfield
2185,1995,depmandiyu (ctes),0,0,boca juniors
2186,1995,dep espanol,2,0,talleres (cordoba)
2187,1995,argentinos juniors,2,4,river plate
2188,1995,talleres (cordoba),0,0,platense
2189,1995,huracan,2,2,racing club
2190,1995,boca juniors,4,1,dep espanol
2191,1995,velez sarsfield,1,0,depmandiyu (ctes)
2192,1995,lanus,3,1,newell's old boys
2193,1995,rosario central,1,0,banfield
2194,1995,gimnasia y esgrima (lp),1,1,gimnasia y esg (jujuy)
2195,1995,independiente,0,1,san lorenzo
2196,1995,ferro carril oeste,1,0,belgrano (cba)
2197,1995,platense,2,2,boca juniors
2198,1995,belgrano (cba),0,2,independiente
2199,1995,racing club,1,2,san lorenzo
2200,1995,river plate,1,1,ferro carril oeste
2201,1995,gimnasia y esg (jujuy),1,1,argentinos juniors
2202,1995,newell's old boys,1,1,rosario central
2203,1995,depmandiyu (ctes),1,2,lanus
2204,1995,dep espanol,2,0,velez sarsfield
2205,1995,huracan,1,1,talleres (cordoba)
2206,1995,banfield,1,0,gimnasia y esgrima (lp)
2207,1995,boca juniors,2,1,huracan
2208,1995,talleres (cordoba),2,2,racing club
2209,1995,velez sarsfield,1,1,platense
2210,1995,rosario central,2,3,depmandiyu (ctes)
2211,1995,gimnasia y esgrima (lp),3,1,newell's old boys
2212,1995,argentinos juniors,1,4,banfield
2213,1995,ferro carril oeste,2,2,gimnasia y esg (jujuy)
2214,1995,independiente,1,4,river plate
2215,1995,san lorenzo,1,0,belgrano (cba)
2216,1995,lanus,2,0,dep espanol
2217,1995,racing club,1,1,belgrano (cba)
2218,1995,talleres (cordoba),2,2,boca juniors
2219,1995,banfield,1,1,ferro carril oeste
2220,1995,newell's old boys,4,0,argentinos juniors
2221,1995,depmandiyu (ctes),1,3,gimnasia y esgrima (lp)
2222,1995,platense,0,1,lanus
2223,1995,river plate,3,2,san lorenzo
2224,1995,dep espanol,2,0,rosario central
2225,1995,huracan,0,2,velez sarsfield
2226,1995,gimnasia y esg (jujuy),2,0,independiente
2227,1995,san lorenzo,2,1,gimnasia y esg (jujuy)
2228,1995,belgrano (cba),1,0,river plate
2229,1995,independiente,0,1,banfield
2230,1995,boca juniors,0,1,racing club
2231,1995,velez sarsfield,2,1,talleres (cordoba)
2232,1995,lanus,0,1,huracan
2233,1995,rosario central,0,0,platense
2234,1995,gimnasia y esgrima (lp),1,0,dep espanol
2235,1995,argentinos juniors,2,2,depmandiyu (ctes)
2236,1995,ferro carril oeste,2,1,newell's old boys
2237,1995,huracan,2,5,rosario central
2238,1995,newell's old boys,0,0,independiente
2239,1995,racing club,1,3,river plate
2240,1995,gimnasia y esg (jujuy),1,0,belgrano (cba)
2241,1995,banfield,0,3,san lorenzo
2242,1995,depmandiyu (ctes),0,0,ferro carril oeste
2243,1995,platense,0,1,gimnasia y esgrima (lp)
2244,1995,talleres (cordoba),3,1,lanus
2245,1995,boca juniors,1,0,velez sarsfield
2246,1995,dep espanol,3,0,argentinos juniors
2247,1995,lanus,1,1,boca juniors
2248,1995,gimnasia y esgrima (lp),2,1,huracan
2249,1995,velez sarsfield,1,1,racing club
2250,1995,rosario central,4,0,talleres (cordoba)
2251,1995,argentinos juniors,1,1,platense
2252,1995,ferro carril oeste,0,2,dep espanol
2253,1995,independiente,2,3,depmandiyu (ctes)
2254,1995,san lorenzo,3,0,newell's old boys
2255,1995,belgrano (cba),2,2,banfield
2256,1995,river plate,0,1,gimnasia y esg (jujuy)
2257,1995,racing club,0,0,gimnasia y esg (jujuy)
2258,1995,banfield,1,1,river plate
2259,1995,newell's old boys,3,0,belgrano (cba)
2260,1995,depmandiyu (ctes),1,2,san lorenzo
2261,1995,dep espanol,0,0,independiente
2262,1995,platense,0,0,ferro carril oeste
2263,1995,huracan,2,2,argentinos juniors
2264,1995,talleres (cordoba),1,2,gimnasia y esgrima (lp)
2265,1995,boca juniors,2,2,rosario central
2266,1995,velez sarsfield,2,1,lanus
2267,1995,lanus,1,2,racing club
2268,1995,rosario central,1,1,velez sarsfield
2269,1995,gimnasia y esgrima (lp),0,0,boca juniors
2270,1995,argentinos juniors,1,1,talleres (cordoba)
2271,1995,ferro carril oeste,1,2,huracan
2272,1995,independiente,1,2,platense
2273,1995,san lorenzo,1,0,dep espanol
2274,1995,belgrano (cba),1,1,depmandiyu (ctes)
2275,1995,river plate,1,0,newell's old boys
2276,1995,gimnasia y esg (jujuy),1,1,banfield
2277,1995,boca juniors,2,3,argentinos juniors
2278,1995,depmandiyu (ctes),1,2,river plate
2279,1995,racing club,1,1,banfield
2280,1995,newell's old boys,1,0,gimnasia y esg (jujuy)
2281,1995,dep espanol,4,0,belgrano (cba)
2282,1995,platense,1,1,san lorenzo
2283,1995,huracan,1,3,independiente
2284,1995,talleres (cordoba),0,1,ferro carril oeste
2285,1995,velez sarsfield,1,2,gimnasia y esgrima (lp)
2286,1995,lanus,1,1,rosario central
2287,1995,ferro carril oeste,0,1,boca juniors
2288,1995,rosario central,0,2,racing club
2289,1995,gimnasia y esgrima (lp),1,0,lanus
2290,1995,argentinos juniors,0,2,velez sarsfield
2291,1995,independiente,3,1,talleres (cordoba)
2292,1995,san lorenzo,3,0,huracan
2293,1995,belgrano (cba),0,0,platense
2294,1995,river plate,0,2,dep espanol
2295,1995,gimnasia y esg (jujuy),1,1,depmandiyu (ctes)
2296,1995,banfield,0,1,newell's old boys
2297,1995,platense,0,0,river plate
2298,1995,talleres (cordoba),1,3,san lorenzo
2299,1995,racing club,2,0,newell's old boys
2300,1995,depmandiyu (ctes),1,0,banfield
2301,1995,dep espanol,1,1,gimnasia y esg (jujuy)
2302,1995,huracan,0,2,belgrano (cba)
2303,1995,boca juniors,5,0,independiente
2304,1995,velez sarsfield,3,0,ferro carril oeste
2305,1995,lanus,0,0,argentinos juniors
2306,1995,rosario central,1,1,gimnasia y esgrima (lp)
2307,1995,independiente,2,2,velez sarsfield
2308,1995,gimnasia y esgrima (lp),2,1,racing club
2309,1995,argentinos juniors,1,1,rosario central
2310,1995,ferro carril oeste,0,0,lanus
2311,1995,san lorenzo,2,0,boca juniors
2312,1995,belgrano (cba),1,1,talleres (cordoba)
2313,1995,river plate,3,1,huracan
2314,1995,gimnasia y esg (jujuy),2,0,platense
2315,1995,banfield,1,2,dep espanol
2316,1995,newell's old boys,3,0,depmandiyu (ctes)
2317,1995,velez sarsfield,1,0,san lorenzo
2318,1995,talleres (cordoba),2,1,river plate
2319,1995,racing club,1,1,depmandiyu (ctes)
2320,1995,dep espanol,3,1,newell's old boys
2321,1995,huracan,2,1,gimnasia y esg (jujuy)
2322,1995,boca juniors,0,1,belgrano (cba)
2323,1995,lanus,2,1,independiente
2324,1995,rosario central,1,1,ferro carril oeste
2325,1995,gimnasia y esgrima (lp),3,1,argentinos juniors
2326,1995,platense,2,0,banfield
2327,1995,argentinos juniors,0,1,racing club
2328,1995,belgrano (cba),0,2,velez sarsfield
2329,1995,ferro carril oeste,0,1,gimnasia y esgrima (lp)
2330,1995,independiente,3,2,rosario central
2331,1995,san lorenzo,1,0,lanus
2332,1995,river plate,2,4,boca juniors
2333,1995,gimnasia y esg (jujuy),2,2,talleres (cordoba)
2334,1995,banfield,3,1,huracan
2335,1995,newell's old boys,1,1,platense
2336,1995,depmandiyu (ctes),0,0,dep espanol
2337,1995,boca juniors,3,1,gimnasia y esg (jujuy)
